shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,explanation,correct,correctCategory,reviewerComment
ПСГ-00111,Сальник рулевой колонки УАЗ 30х44,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00112,Сальник рулевой колонки Газель 20х32,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00117,Сальник кол. вала задний Камминс 2.8,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00119,Сальник коробки КАМАЗ 45-60,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00120,Сальник хвостовика КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00122,Сальник втор. вала КАМАЗ 75Х102,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00134,Сальник № 80Х105,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00136,Сальник зад. №120Х150,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00137,Сальник №130Х160,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00140,Сальник коробки ГАЗ-53 № 5176,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00141,Сальник ГАЗ-53 редуктор заднего моста 55x82,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00151,Сальник редуктора Газель 42х75,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00160,Сальник УАЗ воен. мост,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00162,"Сальник кол. вала, редуктора зад. моста",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00168,Сальник рулевой колонки Волга 32х44,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00170,Сальник вала перед. и зад. моста PK DYMOS УАЗ-Патриот (41.95*65*12),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00184,Набор сальников Таврия,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00186,Сальник редуктора Волга,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00192,Сальник редуктора Волга,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00193,Сальник ТНВД 245 дв. 25х35,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00200,Сальник № 2.2х40х60,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00203,Сальник вала сошки КАМАЗ №57х76х8,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00224,Сальник 48х70,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00225,Набор сальников заднего моста 2140-ИЖ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00229,Сальник хвостовика коробки Волга (силико,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00232,"Сальник полуоси, шруса Таврия 40 Х 60",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00233,Сальник пер. вала Таврия 24 Х 40,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00234,Сальник кол. вала Волга,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00236,Сальник полуоси Волга 52х72,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00239,Сальник рул. механ. ГАЗ-2410 19.5х35,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00253,Сальник кол. вала Волга (силикон),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00254,Сальник редуктора УАЗ (силикон),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00256,"Сальник 30х47х8-1,2 манжета золотника рулев. механизма доп.",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00258,"Сальник №22Х34,5 Х6 Зил-Бычок (Гура)",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00266,Сальник редуктора ИЖ-ОДА,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00273,Сальник кол. вала 406 дв. перед. (Чехия),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00274,Сальник кол. вала 406 дв. зад. (Чехия),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00275,Сальник заднего моста УАЗ-3160 42-75,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00286,Сальник редуктора УАЗ-3160 42-75,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00287,Сальник кол. вала Зил-Бычок задний,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00293,Сальник кол. вала задний 560 дв.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00294,Сальник кол. вала перед. 560 дв.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00303,Сальник 30х42 ТНВД ЕВРО-Камаз,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00305,Сальник МАЗ№42*64*10,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00307,Сальник №68х95х12( гипоидный ),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00315,Сальник ступ. задней МАЗ (75 на 100),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00336,Сальник редуктора Волга,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00341,Сальник № 130х154х12 ст. ЗИЛ-131,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00345,Сальник кол. вала № 105Х130,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00353,Сальник редуктора МАЗ 85х110-1.2,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00354,Сальник редуктора МАЗ 85х110-2.2,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00361,Сальник № 23Х35,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00373,К-т сальников 100х125х12-СК 34х50х10-СК,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00377,Сальник 105х130х12-СК в коробке,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00380,Сальник кол. вала Бычок перед. 50х70,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00381,Сальник кол. вала Бычок зад. 100х125 (Корея),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00383,Сальник 80*105 6520-2402276 в коробке,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00384,Сальник 80*105 6520-2502180 в коробке,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00387,Сальник № 62х80,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00389,Сальник шруса Хантер 32х50,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00391,Сальник № 115х145,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00393,Сальник хвостовика УАЗ 42х68 с 2 пруж.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00395,Сальник редуктора № 42х68 УАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00400,Сальник №22х40,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00404,Сальник № 20х40 МТЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00406,Сальник № 30х56 ТНВД МАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00407,Сальник №16х30,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00408,Сальник № 25х42 КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00411,Сальник №90х120 с/х,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00453,Сальник к/вала (дв.Камминс) перед.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00454,Сальник перед. крышки Г-3302 (дв.Камминс,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00464,Сальник кол.вала Бычок перед. силикон,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00465,Сальник кол.вала Бычок зад. силикон,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00480,Сальник кол. вала зад. Камминс 2.8,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00512,"Сальник ШРУСа Г-3302 (1,2-52*72-2)",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00519,Сальник редуктора Газель н. обр. (Герман,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00545,Сальник редуктора Газель 42х75х16 усиленный,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00547,Кольца топливного фильтра 405 дв.,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ПСГ-00549,Сальник зад. моста Газель NEXT,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00554,Сальник 44.5Х80Х0 (СХТ),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00564,Сальник 86х137х11/16 КАМАЗ-ЕВРО зад. ступ.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00573,Сальник 28х40х7х2.2 ГУРа КАМАЗ-ЕВРО VITON 45104-3400128,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00587,Сальник №60х80 ТНВД КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
