shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,explanation,correct,correctCategory,reviewerComment
ЗЧМ-00030,Сальник редуктора Москвич 2140,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00033,Сальник полуоси Москвич 2140,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00368,Сальник пер. вала Москвич 30х50,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00401,Пыльник воздушного фильтра 2141,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ЗЧМ-00458,Набор сальников коробки 2141,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00564,Ремкомплект воздушного фильтра 2141,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ЗЧМ-00569,Сальник № 2.2-42 Х 62-1,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00658,Сальник кол/вала передний святогор.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ЗЧМ-00659,Сальник кол/вала задний святогор.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
И-00694,Фильтры респиратора ( 2 шт),filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
И-02048,Набор крючков для сальников и уплотнителей 6пр. VR 50250,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
И-02061,Клещи для разъед. коннекторов топлив. фильтра ARNEZI,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ИН-00087,Сальник привода Рено-Логан,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00093,Сальник кол. вала передний Рено,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00107,Сальник кол. вала задний Рено 80х100,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00358,166.160Е Сальник 32х47х6 Daewoo Matiz 0,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00377,702.269Е Сальник 35х48х7 Opel/Lanos,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00553,30763 Опора корпуса воздушного фильтра,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ИН-00814,325.155Е сальник р/в перед. 32х47х10 Au,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-00859,Сальник дросселя Рено 7701047579,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01059,Сальники кол. вала Матиз (к-т),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01164,010 338 08С Сальник дифференциала 40х55х,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01179,MD377999 Сальник 34х46х7 Mitsubishi Lance,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01456,34-00010-SX Сальник к/в задний 85х105х1,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01468,800636 Рем. к-т ТНВД VE TOYOTA внутри сальник 20х30х7,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01524,05099 Сальник к/вала OPEL задний 80х98х10,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ИН-01551,049.557 Сальник кол. вала перед. 26х42х8,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
К-00203,Фильтр сапуна ВАЗ 2101-07,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
К-00232,Держатель воздушного фильтра 2108,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
К-00594,Рем. комплект крепления воздушного фильтра,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
К-00651,Рем.к-т воздушного фильтра 2110,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
К-00943,"Болт М6*18 с фланцем держ. сальника к/в Гранта, Калина",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
КГ-00056,Пробка масляного фильтра Волга,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00278,Болт-штуцер на пер. масляного фильтра ГАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00319,Болт штуцер топливного фильтра,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00762,Подогрев топливного фильтра 12v,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00763,Подогрев топливного фильтра 24v,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00858,Защелка воздушного фильтра Газель Бизнес,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-00859,Штуцер топливного фильтра Валдай,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-01035,Штуцер фильтра сепаратора д.18,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КГ-01152,Штуцер крепления маслян. фильтра и теплоо,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КЗ-00374,Фильтр бензоприемника УАЗ (сетка),filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КЗ-00497,"Крышка салонного фильтра УАЗ-3163 ""SANDEN",filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КЗ-00969,"Крышка салонного фильтра УАЗ-3163 ""SANDEN",filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
КП-00060,Сальник пром. кардана Нива,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
КР-00560,Хомут топливного фильтра 21082,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ОК-00059,Сальник первичного вала,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ОК-00203,Набор сальников коробки Ока,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ОК-00252,Корпус воздушного фильтра,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ПС-00035,Сальник первичного вала 2108,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00037,Сальник рулевой колонки 2101-07,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00038,Сальник пер. вала - втор. вала 2101-07,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00039,Сальник шруса ВАЗ 2108-09,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00042,Сальник кол. вала 2101-07 передний (силик,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00043,Сальник кол. вала 2101-07 задний (силикон,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00046,Сальник кулисы 2108,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00049,Сальник шруса Нива,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00070,Сальник хвостовика ВАЗ (силикон),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00071,Сальник полуоси ВАЗ 2101-07 (силикон),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00073,Сальник хвостовика Нива,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00093,Набор сальников коробки 2110,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00104,Сальник редуктора Шеви-Нива 2123,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00105,Сальник переднего моста Шеви-Нива (2 шт),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00112,"Сальник кол. вала перед. 2101-07 ""Картеко",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00113,"Сальник кол. вала зад. 2101-07 ""Картеко""",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00114,"Сальник кол. вала перед. 2108 ""Картеко""",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00115,"Сальник кол. вала зад. 2108 ""Картеко""",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00118,Сальник полуоси 01-07,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00119,Сальники коробки 2101-07 комплект,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00140,546.968 Сальник колен. вала перед. (28х,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00165,059.790 Сальник кол. вала перед. 40х56х7мм (правое кручение),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПС-00179,Сальник стока выбора передач 2110-2115,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00001,Сальник ред ЗИЛ 131 № 62х90х12,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00014,Сальник кол. вала зад. 140Х170 КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00026,Сальник №110х135,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00030,Сальник ТНВД КАМАЗ 20Х42,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00048,Сальник распределителя Гура КАМАЗ 30Х52,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00071,Сальник Гура МАЗ 45Х65 (45х64),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00073,Сальник кол. вала перед. 64Х95 КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00081,Сальники кол. вала 406 дв. (Корея),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00095,Сальник № 70Х95 (тракторный),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00104,Сальник полуоси УАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00105,"Сальник к/вала Г-33104 Валдай, ПАЗ (дв.",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00106,Сальник 40х62,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00107,Сальник первичного вала Газель,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00108,Сальник к/вала Г-33104 Валдай (дв. Камми,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00110,Сальник рулевой колонки Волга 20х35,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
